,X,pathway_id,pathway_name,Gene count,gene_symbols
71,hsa04510,hsa04510,Focal adhesion - Homo sapiens (human),194,"COL1A1, COL1A2, COL2A1, COL4A2, COL4A4, COL4A6, COL4A1, COL4A5, COL4A3, COL6A1, COL6A2, COL6A3, COL6A6, COL6A5, COL9A1, COL9A2, COL9A3, LAMA1, LAMA2, LAMA3, LAMA5, LAMA4, LAMB1, LAMB2, LAMB3, LAMB4, LAMC1, LAMC2, LAMC3, CHAD, RELN, THBS1, COMP, THBS2, THBS3, THBS4, FN1, SPP1, VTN, TNC, TNN, TNR, TNXB, VWF, IBSP, ITGA1, ITGA2, ITGA2B, ITGA3, ITGA4, ITGA5, ITGA6, ITGA7, ITGA8, ITGA9, ITGA10, ITGA11, ITGAV, ITGB1, ITGB3, ITGB4, ITGB5, ITGB6, ITGB7, ITGB8, EMP2, PDGFA, PDGFB, PDGFC, PDGFD, EGF, IGF1, VEGFA, VEGFB, PGF, VEGFC, VEGFD, HGF, PDGFRA, PDGFRB, IGF1R, KDR, EGFR, FLT1, FLT4, MET, ERBB2, EMP1, SRC, ARHGAP35, ARHGAP5, RHOA, DIAPH1, ROCK1, ROCK2, MYL2, MYL5, MYL7, MYL9, MYL10, MYL12B, MYL12A, MYL11, PPP1CA, PPP1CB, PPP1CC, PPP1R12A, PPP1R12B, PPP1R12C, MYLK, MYLK2, MYLK3, MYLK4, PIP5K1C, PIP5K1A, PIP5K1B, ACTG1, ACTB, RASGRF1, CAPN2, ACTN1, ACTN4, TLN1, TLN2, FLNA, FLNB, PXN, ILK, ZYX, VASP, VCL, PARVB, PARVA, PARVG, PDPK1, AKT1, AKT2, AKT3, GSK3B, CTNNB1, PRKCA, PRKCB, PRKCG, PTK2, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, PTEN, VAV3, VAV1, VAV2, RAC1, RAC2, RAC3, PAK1, PAK2, PAK3, PAK4, PAK5, PAK6, BUB1B-PAK6, CDC42, BCAR1, CRK, CRKL, DOCK1, RAPGEF1, RAP1A, RAP1B, MAPK8, MAPK10, MAPK9, JUN, BRAF, CAV1, CAV2, CAV3, FYN, SHC1, SHC2, SHC3, SHC4, GRB2, SOS1, SOS2, HRAS, RAF1, MAP2K1, MAPK1, MAPK3, ELK1, CCND1, CCND2, CCND3, BIRC2, BIRC3, XIAP, BAD, BCL2"
72,hsa04520,hsa04520,Adherens junction - Homo sapiens (human),90,"NECTIN1, NECTIN2, NECTIN3, NECTIN4, PARD3, SRC, FARP2, CDC42, RAC1, RAC2, RAC3, WASL, WAS, IQGAP1, BAIAP2, WASF1, WASF2, WASF3, AFDN, LMO7, SSX2IP, SORBS1, ACTN1, ACTN4, VCL, TJP1, CDH1, CTNND1, CTNNB1, CTNNA3, CTNNA1, CTNNA2, ACTG1, ACTB, RHOA, ACP1, PTPRM, PTPRB, PTPRF, PTPN1, PTPN6, PTPRJ, CSNK2A1, CSNK2A2, CSNK2A3, CSNK2B, TCF7, TCF7L1, TCF7L2, LEF1, IGF1R, INSR, MET, EGFR, ERBB2, FGFR1, FER, FYN, YES1, MAPK1, MAPK3, SNAI2, SNAI1, TGFBR1, TGFBR2, SMAD3, SMAD4, CREBBP, EP300, MAP3K7, NLK, CDH5, HEG1, KRIT1, CCM2, PDCD10, SMURF1, SMURF2, RAP1A, RAP1B, RASIP1, RADIL, ARHGAP29, ROCK1, ROCK2, MYL2, MYL5, MYL7, MYL9, MYL10, MYL12B, MYL12A, MYL11"
73,hsa04530,hsa04530,Tight junction - Homo sapiens (human),157,"CRB3, CLDN4, CLDN3, CLDN7, CLDN19, CLDN16, CLDN14, CLDN15, CLDN17, CLDN20, CLDN11, CLDN18, CLDN22, CLDN5, CLDN10, CLDN8, CLDN6, CLDN2, CLDN1, CLDN9, CLDN23, CLDN34, CLDN25, CLDN24, CLDN12, OCLN, F11R, JAM2, JAM3, BVES, CDC42, PARD6A, PARD6G, PARD6B, PALS1, MPP4, TJP3, PATJ, MPDZ, PRKCZ, PRKCI, AMOT, AMOTL1, AMOTL2, ARHGAP17, RAC1, NF2, LLGL2, LLGL1, DLG1, SCRIB, PPP2CA, PPP2CB, PPP2R1B, PPP2R1A, PPP2R2A, PPP2R2B, PPP2R2C, PPP2R2D, PARD3, TIAM1, TJP1, TJAP1, DLG2, DLG3, NEDD4, NEDD4L, CGN, CGNL1, ARHGEF2, RHOA, GATA4, MARVELD3, MAP3K1, MAPK8, MAPK10, MAPK9, JUN, CD1A, CD1B, CD1C, CD1D, CD1E, CFTR, CDK4, YBX3, SYMPK, PCNA, CCND1, ERBB2, RUNX1, HSPA4, NHERF1, EZR, RDX, MSN, PRKCE, ACTG1, ACTB, CACNA1D, MAP3K5, MAP2K7, SRC, CTTN, HCLS1, ACTR2, ACTR3B, ACTR3C, ACTR3, ARPC1B, ARPC1A, ARPC2, ARPC3, ARPC4, ARPC5, ARPC5L, WHAMM, WAS, VASP, PRKACA, PRKACB, PRKACG, RAB13, ARHGEF18, ROCK1, ROCK2, MYL2, EPB41L4B, STK11, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG3, PRKAG2, MYH9, MYH10, MYH11, MYH14, MYL6B, MYL6, MYL9, MYL12B, MYL12A, IGSF5, MAGI1, SYNPO, ACTN1, ACTN4, MICALL2, RAB8A, RAB8B, RAPGEF6, RAP1A, ITGB1, AFDN, TJP2, RAPGEF2, RAP2C, MARVELD2, TUBA1B, TUBA4A, TUBA3C, TUBA1A, TUBA1C, TUBA8, TUBA3E, TUBA3D, TUBAL3"
74,hsa04540,hsa04540,Gap junction - Homo sapiens (human),87,"GJA1, GJD2, LPAR1, GNAI1, GNAI3, GNAI2, PDGFA, PDGFB, PDGFC, PDGFD, EGF, PDGFRA, PDGFRB, EGFR, GRB2, SOS1, SOS2, HRAS, KRAS, NRAS, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, SRC, MAP3K2, MAP2K5, MAPK7, TUBA1B, TUBA4A, TUBA3C, TUBA1A, TUBA1C, TUBA8, TUBA3E, TUBA3D, TUBAL3, TUBB6, TUBB, TUBB1, TUBB2A, TUBB3, TUBB4A, TUBB8, TUBB2B, TUBB4B, tubulin, tubulin, tubulin, TUBB8B, CSNK1D, CDK1, TJP1, ADRB1, DRD1, GNAS, DRD2, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PRKACA, PRKACB, PRKACG, HTR2A, HTR2B, HTR2C, GRM1, GRM5, GNA11, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, PRKCA, PRKCB, PRKCG, GUCY1A2, GUCY1A1, GUCY1B1, PRKG1, PRKG2"
75,hsa04550,hsa04550,Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human),139,"LIF, LIFR, IL6ST, JAK1, JAK2, JAK3, STAT3, KLF4, SOX2, MYC, GRB2, MAP2K1, MAP2K2, MAPK1, MAPK3, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, AKT1, AKT2, AKT3, TBX3, NANOG, NANOGP8, INHBA, INHBB, INHBC, INHBE, NODAL, ACVR1B, ACVR1C, ACVR2A, ACVR2B, SMAD2, SMAD3, BMP4, BMPR1A, BMPR1B, ACVR1, BMPR2, SMAD1, SMAD5, SMAD9, SMAD4, ID1, ID2, ID3, ID4, DUSP9, MAPK11, MAPK12, MAPK13, MAPK14, WNT1, WNT2, WNT2B, WNT3, WNT3A, WNT4, WNT5A, WNT5B, WNT6, WNT7A, WNT7B, WNT8A, WNT8B, WNT9A, WNT9B, WNT10B, WNT10A, WNT11, WNT16, FZD1, FZD7, FZD2, FZD3, FZD4, FZD5, FZD8, FZD6, FZD10, FZD9, DVL3, DVL2, DVL1, GSK3B, AXIN1, AXIN2, APC, APC2, CTNNB1, TCF3, ESRRB, TCF7, POU5F1, POU5F1B, FGF2, FGFR1, FGFR2, FGFR3, FGFR4, HRAS, KRAS, NRAS, RAF1, IGF1, IGF1R, HESX1, ZIC3, LEFTY1, LEFTY2, SKIL, SMARCAD1, KAT6A, SETDB1, JARID2, REST, RIF1, PCGF1, PCGF2, PCGF3, BMI1, COMMD3-BMI1, PCGF5, PCGF6, PAX6, MEIS1, HOXB1, HOXA1, HOXD1, LHX5, OTX1, NEUROG1, HAND1, DLX5, MYF5, ONECUT1, ISL1, ZFHX3, ESX1"
76,hsa04814,hsa04814,Motor proteins - Homo sapiens (human),166,"DYNC1H1, DYNC2H1, DYNC1I1, DYNC1I2, DYNC1LI2, DYNC1LI1, DYNC2LI1, DYNLL1, DYNLL2, DYNLRB1, DYNLRB2, DYNLT1, DYNLT3, DYNLT2, DYNLT4, DYNLT5, DNAH1, DNAH3, DNAH2, DNAH7, DNAH5, DNAH6, DNAH9, DNAH11, DNAH12, DNAH14, DNAH8, DNAH10, DNAH17, DNAI1, DNAI2, DNAI3, DNAI4, DNALI1, DNAL1, DNAL4, DCTN1, DCTN2, DCTN3, DCTN4, DCTN5, DCTN6, ACTR1A, ACTR1B, ACTR10, CAPZA1, CAPZA2, CAPZA3, CAPZB, BICDL1, BICDL2, HOOK3, TUBA1B, TUBA4A, TUBA3C, TUBA1A, TUBA1C, TUBA8, TUBA3E, TUBA3D, TUBAL3, TUBB6, TUBB, TUBB1, TUBB2A, TUBB3, TUBB4A, TUBB8, TUBB2B, TUBB4B, tubulin, tubulin, tubulin, TUBB8B, TUBG2, TUBG1, TUBD1, TUBE1, KIF5A, KIF5B, KIF5C, KLC3, KLC1, KLC2, KLC4, KIF3A, KIF3B, KIFAP3, KIF3C, KIF17, KIF1B, KIF1A, KIF1C, KIF13B, KIF13A, KIF14, KIF16B, STARD9, KIF4A, KIF4B, KIF7, KIF21B, KIF21A, KIF27, KIF11, KIF20A, KIF20B, KIF23, CENPE, KIF18A, KIF18B, KIF19, KIF6, KIF9, KIF22, KIF26A, KIF26B, KIF12, KIF15, KIF2B, KIF2C, KIF24, KIF2A, KIFC1, KIFC3, KIFC2, KIF25, MYO1H, MYO1B, MYO1F, MYO1A, MYO1C, MYO1D, MYO1E, MYO1G, MYO3B, MYO3A, MYO5A, MYO5B, MYO5C, MYO6, MYO7A, MYO7B, MYO9A, MYO9B, MYO10, MYO15A, MYO15B, MYO16, MYO18A, MYO18B, MYO19, MYH1, MYH4, MYH8, MYH2, MYH3, MYH7B, MYH15, MYH13, MYH7, MYH6, MYH9, MYH10, MYH11, MYH14, MYL1, MYL3, MYL4, MYL6B, MYL6, MYL2, MYL5, MYL7, MYL9, MYL10, MYL12B, MYL12A, MYL11, ACTA1, ACTA2, ACTC1, ACTG2, ACTG1, ACTB, TNNC1, TNNI1, TNNT1, TNNC2, TNNI2, TNNT3, TNNI3, TNNT2, TPM1, TPM2, TPM3, TPM4"
77,hsa04820,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human),208,"COL1A1, COL1A2, COL3A1, COL5A1, COL5A2, COL5A3, COL11A1, COL24A1, COL27A1, COL11A2, COL9A1, COL9A2, COL9A3, DCN, VCAN, ELN, COL6A1, COL6A2, COL6A3, COL6A6, COL6A5, THBS1, COMP, THBS2, THBS3, THBS4, FBN1, FBN2, FBN3, COL4A2, COL4A4, COL4A6, COL4A1, COL4A5, COL4A3, FBLN1, FBLN2, HSPG2, NID1, NID2, FN1, SDC1, SDC2, SDC3, SDC4, AGRN, BGN, DSC2, DSG2, PKP2, JUP, DSP, VIM, DES, LAMA1, LAMA2, ITGA1, ITGA2, ITGA2B, ITGA3, ITGA4, ITGA5, ITGA6, ITGA7, ITGA8, ITGA9, ITGA10, ITGA11, ITGAV, ITGB1, ITGB3, ITGB4, ITGB5, ITGB6, ITGB7, ITGB8, TLN1, TLN2, VCL, ACTN3, ACTN2, ACTG1, ACTB, ACTG2, DAG1, SGCA, SGCE, SGCB, SGCD, SGCG, SGCZ, SSPN, DMD, SNTA1, SNTB2, SNTB1, DTNA, FLNC, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B4, ATP1B1, ATP1B2, ATP1B3, ANK3, SPTAN1, SPTBN5, SPTBN4, SPTBN1, SPTBN2, CSRP1, CSRP2, CSRP3, MYH1, MYH4, MYH8, MYH2, MYH3, MYH7B, MYH15, MYH13, MYH7, MYH6, MYH9, MYH10, MYH11, MYH14, MYL1, MYL3, MYL4, MYL2, MYL5, MYL7, MYL9, MYL11, MYBPC1, MYBPC2, MYBPC3, MYBPH, MYBPHL, ACTA1, ACTC1, TNNC1, TNNI1, TNNT1, TNNC2, TNNI2, TNNT3, TNNI3, TNNT2, TPM1, TPM2, TPM3, TPM4, TTN, MYOT, TCAP, SYNPO2, NEB, NEBL, MYOZ1, MYOZ2, MYOZ3, PDLIM3, PDLIM2, PDLIM4, PDLIM1, CAPZA1, CAPZA2, CAPZA3, CAPZB, XIRP1, XIRP2, NRAP, MYPN, LDB3, PDLIM5, PDLIM7, TMOD4, TMOD3, TMOD2, TMOD1, ZYX, FHL1, FHL2, FHL3, LMOD2, LMOD1, LMOD3, ANKRD1, ANKRD2, ANKRD23, FMNL2, FMNL1, FMNL3, INF2, DAAM1, DAAM2, DIAPH1, DIAPH2, DIAPH3, FMN2, MYOM1, MYOM2, MYOM3, ENO3, ENO2, ENO1, ANK2, CKM, TRIM54, TRIM55, TRIM63, AMPD2, AMPD3, AMPD1, OBSCN, CAPN3, PLEC, SYNE3, SYNE1, SYNE2, SUN1, SUN2, TMEM43, EMD, LBR, LMNA, LMNB1, LMNB2"
78,hsa04810,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human),225,"LPAR1, LPAR2, LPAR4, LPAR5, CXCL12, CXCR4, F2, F2R, INS, EGF, FGF1, FGF2, FGF3, FGF4, FGF17, FGF6, FGF7, FGF8, FGF9, FGF10, FGF16, FGF5, FGF18, FGF20, FGF22, FGF19, FGF21, FGF23, PDGFA, PDGFB, PDGFC, PDGFD, INSRR, EGFR, FGFR1, FGFR2, FGFR3, FGFR4, PDGFRA, PDGFRB, FN1, ITGA1, ITGA2, ITGA2B, ITGA3, ITGA4, ITGA5, ITGA6, ITGA7, ITGA8, ITGA9, ITGA10, ITGA11, ITGAV, ITGAL, ITGAM, ITGAX, ITGAD, ITGAE, ITGB1, ITGB2, ITGB3, ITGB4, ITGB5, ITGB6, ITGB7, ITGB8, KNG1, BDKRB1, BDKRB2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, C5, C6, C7, C8A, C8B, C8G, C9, GNA12, GNA13, GNG12, FGD1, FGD3, PTK2, BCAR1, CRK, CRKL, DOCK1, SRC, SOS1, SOS2, HRAS, KRAS, NRAS, RRAS, RRAS2, MRAS, ARHGEF6, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, VAV3, VAV1, VAV2, TIAM1, ARAF, BRAF, RAF1, MOS, MAP2K1, MAP2K2, MAPK1, MAPK3, AKT1, AKT2, AKT3, RGCC, ARHGEF1, ARHGEF12, ARHGAP35, RHOA, RAC1, RAC2, RAC3, CDC42, PAK1, PAK2, PAK3, PAK4, PAK5, PAK6, BUB1B-PAK6, ARHGEF7, GIT1, ROCK1, ROCK2, MYLK, MYLK2, MYLK3, MYLK4, PPP1CA, PPP1CB, PPP1CC, PPP1R12A, PPP1R12B, PPP1R12C, MYL2, MYL5, MYL7, MYL9, MYL10, MYL12B, MYL12A, MYL11, MYH9, MYH10, MYH11, MYH14, DIAPH1, DIAPH2, SLC9A1, PIP5K1C, PIP5K1A, PIP5K1B, PIP4K2C, PIP4K2A, PIP4K2B, PIKFYVE, LIMK1, LIMK2, DIAPH3, BAIAP2, ENAH, WASL, WASF2, CYFIP1, CYFIP2, NCKAP1, NCKAP1L, ABI2, BRK1, WASF1, ACTR2, ACTR3B, ACTR3C, ACTR3, ARPC1B, ARPC1A, ARPC2, ARPC3, ARPC4, ARPC5, ARPC5L, ACTG1, ACTB, PFN3, PFN1, PFN2, PFN4, PXN, EZR, RDX, MSN, TMSB4X, TMSB4Y, CFL1, CFL2, SSH1, SSH3, SSH2, VCL, IQGAP1, IQGAP2, IQGAP3, GSN, SCIN, ACTN1, ACTN4, APC, APC2, ARHGEF4, SPATA13"
79,hsa04640,hsa04640,Hematopoietic cell lineage - Homo sapiens (human),94,"KITLG, IL7, IL4, CSF2, FLT3LG, IL5, CSF3, IL3, IL6, IL11, IL1A, IL1B, TNF, CSF1, EPO, THPO, CD34, FLT3, DNTT, HLA-DMA, HLA-DMB, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, CD44, KIT, IL2RA, IL7R, TFRC, CD38, CD7, CD2, CD5, CD1A, CD1B, CD1C, CD1D, CD1E, CD4, CD8A, CD8B, CD8B2, CD3D, CD3E, CD3G, MME, CD9, CD19, CD22, CD24, MS4A1, CR2, CD37, IGH, FCER2, CR1, CR1L, CSF2RA, IL3RA, CD33, IL4R, IL6R, FCGR1A, CSF1R, ANPEP, ITGAM, CD14, IL9R, IL1R1, IL1R2, CSF3R, IL5RA, EPOR, CD36, GYPA, CD55, CD59, IL11RA, ITGB3, ITGA2B, GP9, GP1BA, GP1BB, GP5, ITGA1, ITGA2, ITGA3, ITGA4, ITGA5, ITGA6"
80,hsa04610,hsa04610,Complement and coagulation cascades - Homo sapiens (human),85,"F7, F3, F12, F11, F9, VWF, F8, F10, F5, F2, FGA, FGB, FGG, F13A1, F13B, F2R, F2RL2, F2RL3, CPB2, THBD, PROCR, PROC, PROS1, SERPINE1, SERPINB2, SERPINA5, SERPINE2, PLAT, PLAU, PLAUR, PLG, KLKB1, KNG1, BDKRB1, BDKRB2, TFPI, SERPINA1, SERPINC1, SERPIND1, SERPING1, SERPINF2, A2M, C1QA, C1QB, C1QC, C1R, C1S, MBL2, MASP1, MASP2, C4A, C4B, C4B_2, complement, C2, C3, CFB, CFD, C5, C6, C7, C8A, C8B, C8G, C9, C3AR1, VSIG4, CR1, CR1L, CR2, ITGAM, ITGB2, ITGAX, C5AR1, C4BPA, C4BPB, CFI, CFH, CD46, CD55, CFHR3, CFHR1, CFHR2, CFHR4, CFHR5, CD59, CLU, VTN"
81,hsa04611,hsa04611,Platelet activation - Homo sapiens (human),122,"TBXA2R, F2, F2R, F2RL3, GNA13, ARHGEF1, ARHGEF12, RHOA, ROCK1, ROCK2, PPP1CA, PPP1CB, PPP1CC, PPP1R12A, MYL12B, MYL12A, P2RX1, ORAI1, ITPR1, ITPR2, ITPR3, STIM1, MYLK, MYLK2, MYLK3, MYLK4, P2RY1, GNAQ, PLCB1, PLCB2, PLCB3, PLCB4, PRKCZ, PRKCI, RASGRP1, RASGRP2, RAP1A, RAP1B, APBB1IP, TLN1, TLN2, ITGA2B, ITGB3, FERMT3, FGA, FGB, FGG, P2RY12, GNAI1, GNAI3, GNAI2, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, PTGIR, GNAS, PIK3CG, PIK3R5, PIK3R6, PRKACA, PRKACB, PRKACG, VASP, ACTG1, ACTB, SRC, ARHGAP35, FCGR2A, SYK, COL1A1, COL1A2, COL3A1, GP6, FCER1G, LYN, FYN, ITGA2, ITGB1, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, LCP2, PLCG2, BTK, VWF, GP5, GP1BA, GP1BB, GP9, AKT1, AKT2, AKT3, NOS3, GUCY1A2, GUCY1A1, GUCY1B1, PRKG1, PRKG2, MAPK11, MAPK12, MAPK13, MAPK14, MAPK1, MAPK3, PLA2G4E, PLA2G4A, JMJD7-PLA2G4B, PLA2G4B, PLA2G4C, PLA2G4D, PLA2G4F, PTGS1, TBXAS1, SNAP23, VAMP8"
82,hsa04613,hsa04613,Neutrophil extracellular trap formation - Homo sapiens (human),175,"FCGR3A, FCGR3B, SYK, MAP3K7, RAF1, MAP2K1, MAP2K2, MAPK1, MAPK3, SIGLEC9, CYBB, NCF1, CYBA, NCF2, NCF4, RAC1, RAC2, TLR7, TLR8, ELANE, MPO, ACTG1, ACTB, VDAC1, VDAC2, VDAC3, SLC25A4, SLC25A5, SLC25A6, SLC25A31, PPIF, PADI4, IGH, FCGR1A, FCGR2A, ITGAM, ITGB2, ITGAL, CLEC7A, SRC, PLCB1, PLCB2, PLCB3, PLCB4, PLCG1, PLCG2, PRKCA, PRKCB, PRKCG, ATG7, FPR1, FPR3, FPR2, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, AKT1, AKT2, AKT3, MTOR, NFKB1, RELA, C3, CR1, CR1L, C5, C5AR1, HMGB1, TLR2, TLR4, MAPK11, MAPK12, MAPK13, MAPK14, ITGA2B, ITGB3, FGA, FGB, FGG, GP1BA, VWF, SELP, SELPLG, AGER, CASP4, CASP1, GSDMD, HAT1, H2AX, H2AC20, H2AC12, H2AC1, H2AC25, H2AB3, H2AC8, H2AC4, MACROH2A2, MACROH2A1, H2AC19, H2AJ, H2AB1, H2AC17, H2AC18, H2AC11, H2AC21, H2AZ2, H2AC7, H2AZ1, H2AC15, H2AC6, H2AC13, H2AC14, H2AC16, H2AB2, H2AL3, H2BC15, H2BC9, H2BC14, H2BW1, H2BC1, H2BC18, H2BC17, H2BC3, H2BC8, H2BC13, H2BC4, H2BC5, H2BC6, H2BC10, H2BC21, H2BC11, H2BC12, H2BC26, H2BC7, H2BW2, histone, H2BK1, H2BC12L, H4C16, H4C15, H4C9, H4C4, H4C6, H4C12, H4C11, H4C3, H4C8, H4C2, H4C5, H4C13, H4C14, H4C1, H4C7, H3-5, H3-3B, H3C4, H3C3, H3C1, H3-3A, H3-4, H3C14, H3C15, H3C13, H3C6, H3C11, H3C8, H3C12, H3C10, H3C2, H3C7, HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, AZU1, CTSG, CAMP, CLCN3, CLCN4, CLCN5, AQP9"
83,hsa04620,hsa04620,Toll-like receptor signaling pathway - Homo sapiens (human),101,"TLR1, TLR2, TLR6, LBP, CD14, LY96, TLR3, TLR4, TLR5, TLR7, TLR8, CTSK, TLR9, RAC1, PIK3CA, PIK3CD, PIK3CB, PIK3R1, PIK3R2, PIK3R3, P3R3URF-PIK3R3, AKT1, AKT2, AKT3, TOLLIP, MYD88, TIRAP, FADD, CASP8, IRAK4, IRAK1, TRAF6, TAB1, TAB2, MAP3K7, IKBKG, CHUK, IKBKB, NFKBIA, NFKB1, RELA, MAP3K8, MAP2K1, MAP2K2, MAPK1, MAPK3, MAP2K3, MAP2K6, MAP2K4, MAP2K7, MAPK11, MAPK12, MAPK13, MAPK14, MAPK8, MAPK10, MAPK9, JUN, FOS, TNF, IL1B, IL6, IL12A, IL12B, CXCL8, CCL5, CCL3, CCL3L1, CCL3L3, CCL4, CCL4L2, CCL4L1, TICAM2, TICAM1, RIPK1, IRF5, IRF7, SPP1, IKBKE, TBK1, TRAF3, IRF3, CD40, CD80, CD86, IFNA1, IFNA2, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA21, IFNB1, IFNAR1, IFNAR2, JAK1, TYK2, STAT1, STAT2, IRF9, CXCL10, CXCL9, CXCL11"
84,hsa04621,hsa04621,NOD-like receptor signaling pathway - Homo sapiens (human),178,"NOD1, RIPK2, IKBKG, CHUK, IKBKB, NFKBIB, NFKBIA, NFKB1, RELA, IL1B, IL18, IL6, TNF, CXCL8, CXCL1, CXCL2, CXCL3, CCL2, CCL5, CAMP, DEFA1, DEFA3, DEFA4, DEFA5, DEFA6, DEFA1B, DEFB4A, DEFB4B, beta-defensin, DEFB103A, DEFB103B, beta-defensin, NOD2, MAP3K7, TAB1, TAB2, TAB3, MAPK1, MAPK3, MAPK8, MAPK10, MAPK9, MAPK11, MAPK12, MAPK13, MAPK14, JUN, ATG16L1, ATG5, ATG12, GABARAP, GABARAPL1, GABARAPL2, MAP1LC3C, MAP1LC3B, MAP1LC3A, MAP1LC3B2, MAP1LC3BP1, SUGT1, SHARPIN, RBCK1, RNF31, XIAP, CARD6, TRIP6, ERBIN, BIRC2, BIRC3, TRAF2, TRAF5, TRAF6, CARD9, TNFAIP3, MAVS, TRAF3, TBK1, IKBKE, TANK, IRF3, IRF7, IFNA1, IFNA2, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA21, IFNB1, NLRX1, ANTXR2, ANTXR1, NLRP1, PYCARD, CASP1, BCL2, BCL2L1, CTSB, NLRP3, PANX1, P2RX7, TRPM2, TRPM7, TRPV2, CASR, GPRC6A, PLCB1, PLCB2, PLCB3, PLCB4, ITPR1, ITPR2, ITPR3, VDAC1, VDAC2, VDAC3, MCU, OAS1, OAS2, OAS3, RNASEL, DHX33, MFN1, MFN2, RIPK1, RIPK3, DNM1L, NAMPT, CYBB, CYBA, TXNIP, TXN, TXN2, NEK7, BRCC3, HSP90AA1, HSP90AB1, CARD8, GPSM3, IRGM, PYDC1, PYDC2, MEFV, PSTPIP1, CASP8, FADD, CASP12, CARD18, CARD16, NLRP6, NLRP7, NLRP12, NAIP, NLRC4, PRKCD, GBP2, GBP5, AIM2, IFI16, TP53BP1, PYDC5, RHOA, PKN1, PKN2, YWHAE, GBP1, GBP3, GBP4, GBP7, CASP5, CASP4, GSDMD, IFNAR1, IFNAR2, JAK1, TYK2, STAT1, STAT2, IRF9, TLR4, TICAM1, MYD88, IRAK4, STING1"
85,hsa04622,hsa04622,RIG-I-like receptor signaling pathway - Homo sapiens (human),70,"RIGI, IFIH1, ZNFX1, MAVS, DHX58, TRAF3, TANK, AZI2, TBKBP1, IKBKG, TBK1, IKBKE, IRF3, IRF7, IFNA1, IFNA2, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA21, IFNB1, IFNW1, IFNE, IFNK, TRADD, FADD, RIPK1, CASP8, CASP10, CHUK, IKBKB, NFKBIB, NFKBIA, NFKB1, RELA, TRAF2, MAP3K7, TRAF6, MAP3K1, MAPK8, MAPK10, MAPK9, MAPK11, MAPK12, MAPK13, MAPK14, CXCL8, TNF, IL12A, IL12B, CXCL10, ADAR, TRIM25, CYLD, RNF125, ISG15, ATG5, ATG12, NLRX1, STING1, OTUD5, SIKE1, DDX3X, PIN1, TKFC"
86,hsa04623,hsa04623,Cytosolic DNA-sensing pathway - Homo sapiens (human),77,"POLR3A, POLR3B, POLR3C, POLR3D, POLR3E, POLR1C, POLR3K, POLR1D, POLR3H, POLR3GL, POLR3G, POLR3F, POLR2E, POLR2F, POLR2H, POLR2K, POLR2L, RIGI, MAVS, NFKB1, RELA, IL6, PCBP1, G3BP1, ZCCHC3, CGAS, STING1, ZDHHC1, ZDHHC11B, ZDHHC11, DDX41, IFI16, TBK1, IKBKE, IRF3, IRF7, IFNA1, IFNA2, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA21, IFNB1, ZBP1, RIPK1, RIPK3, IKBKG, CHUK, IKBKB, NFKBIB, NFKBIA, CCL4, CCL4L2, CCL4L1, CCL5, CXCL10, AIM2, NLRP3, MEFV, FADD, CASP8, PYCARD, CASP1, MLKL, CASP3, CASP7, GSDME, GSDMD, IL1B, IL18, IL33, ADAR, SAMHD1, TREX1, DNASE2, DNASE2B"
